Diagram-ID,Image-Path,Category-of-Image,Modified-Alt-Text
611,/page0214_img000.jpeg,Mechanics (Forces & Motion),"A bicycle wheel is shown with a hand at the top pulling on the tire. An arrow labeled force (F) points tangentially along the rim where the hand is applying the pull. At the center of the wheel, an arrow labeled angular acceleration (alpha) indicates rotation about the axle. The spokes and circular rim of the bike tire are visible, along with part of the bicycle frame connected to the wheel."
612,/page0216_img000.jpeg,Mechanics (Forces & Motion),"A collection of diagrams shows different objects with axes of rotation and their corresponding moments of inertia. For a hoop about its central axis, the moment of inertia is I equals mass times radius squared. For an annular cylinder or ring, the moment of inertia is I equals one half times mass times the sum of inner radius squared and outer radius squared. For a solid cylinder or disk about its central axis, the moment of inertia is I equals one half times mass times radius squared. For a solid cylinder or disk about a central diameter, the moment of inertia is I equals one quarter times mass times radius squared plus one twelfth times mass times length squared. For a thin rod about an axis through its center perpendicular to its length, the moment of inertia is I equals one twelfth times mass times length squared. For a thin rod about an axis through one end perpendicular to its length, the moment of inertia is I equals one third times mass times length squared. For a solid sphere about any diameter, the moment of inertia is I equals two fifths times mass times radius squared. For a thin spherical shell about any diameter, the moment of inertia is I equals two thirds times mass times radius squared. For a hoop about any diameter, the moment of inertia is I equals one half times mass times radius squared. For a rectangular slab about an axis through its center perpendicular to its surface, the moment of inertia is I equals mass times the sum of a squared and b squared divided by twelve."
613,/page0220_img000.jpeg,Mechanics (Forces & Motion),"Three cylindrical objects labeled one, two, and three are shown at the top of an inclined plane at height h. Arrows indicate each object moving down the incline, with dashed outlines showing their positions further along the slope. The cylinders are oriented horizontally and move in parallel paths down the surface, with their positions shifting downward along the incline."
614,/page0220_img001.jpeg,Mechanics (Forces & Motion),"Two related images are shown. In the top image labeled (a), a helicopter rotor is viewed from above with multiple blades extending outward from a central hub. The blades are shown in several faded positions indicating rotation, with curved arrows showing the direction of motion. One blade is highlighted, and a distance from the center to the tip is labeled 4.0 meters. In the bottom image labeled (b), a helicopter is flying above water with a person suspended below it by a cable, hanging beneath the aircraft."
615,/page0225_img000.jpeg,Mechanics (Forces & Motion),"Two side-by-side images show a figure skater spinning on one foot. In the left image, the skater’s arms are extended outward horizontally, and curved arrows around the body indicate rotation with angular speed labeled omega. In the right image, the skater’s arms are pulled inward toward the chest, and curved arrows indicate a faster rotation with angular speed labeled omega prime. Circular motion lines are drawn around the skater’s body in both cases, with tighter loops in the second image. Text below each image shows angular momentum written as L equals I times omega in the first case and L equals I prime times omega prime in the second case."
616,/page0228_img000.jpeg,Mechanics (Forces & Motion),"Two diagrams are shown illustrating torque and rotational motion. In the top diagram, a flat surface represents a plane formed by a position vector labeled r and a force labeled F, where r extends from a point to the location of the applied force and F is drawn at an angle, with a vector labeled torque (tau) pointing perpendicular to the plane according to the right-hand rule, accompanied by a hand illustration. In the bottom diagram, a merry-go-round rotates about a vertical axis with a rider positioned at a distance labeled r from the center, a force labeled F applied tangentially at the edge, and vectors labeled torque (tau), angular velocity (omega), and angular momentum (L) all pointing along the vertical axis."
617,/page0229_img000.jpeg,Mechanics (Forces & Motion),"Two diagrams illustrate gyroscopic motion. In the left diagram, a spinning top is shown with a tilted axis, rotating about its own axis with angular velocity labeled omega while also tracing a circular path around a vertical axis with angular velocity labeled omega sub p, shown as a dashed circle. A vector labeled angular momentum (L) points along the tilted axis, and a vector labeled torque (tau) is shown at a right angle to it. Arrows labeled weight (w) point downward from different parts of the top. In the right diagram, vectors labeled L and L plus delta L are shown at slightly different angles, with a small vector labeled delta L between them, and a dashed circular path indicating precession."
618,/page0229_img001.jpeg,Mechanics (Forces & Motion),"Two diagrams illustrate rotational motion and angular momentum. In the top diagram, a person is holding a spinning bicycle wheel by its axle, with arrows showing forces labeled force (F) applied at different points on the wheel and a vector labeled torque (tau) along the axle. The wheel is shown rotating with a curved arrow labeled direction of rotation, and vectors labeled angular momentum (L) and angular velocity (omega) are drawn along the axis. In the bottom diagram, vectors labeled L and L plus delta L are shown at slightly different angles, with a smaller vector labeled delta L, noted as parallel to torque (tau), and a curved arrow labeled omega sub p indicating precession about a vertical axis."
619,/page0232_img000.jpeg,Mechanics (Forces & Motion),"Four panels labeled a, b, c, and d show a child on a rotating playground platform. In panel a, the child stands near the center holding the bars while the platform rotates, indicated by a curved arrow. In panel b, the child moves toward the edge of the platform while it continues rotating. In panel c, the child reaches outward and grabs a tree branch beside the platform while the platform is still rotating. In panel d, the child is shown leaving the platform, moving outward in the direction of motion while the platform continues to rotate."
620,/page0233_img001.jpeg,Mechanics (Forces & Motion),"Two positions of a diver are shown during a dive. In the upper position, the diver is curled into a compact shape and labeled angular speed (omega) large. In the lower position, the diver is extended straight with arms above the head and labeled angular speed (omega prime) small, just before entering the water."
621,/page0236_img000.jpeg,Other,"Three panels labeled a, b, and c show particles represented as small red spheres. In panel a, the particles are closely packed in a fixed arrangement with small vibrations shown by short lines around each particle, next to a solid object. In panel b, the particles are close together but arranged irregularly with arrows indicating random motion, next to a container of liquid. In panel c, the particles are far apart with longer arrows showing motion in different directions, next to a container labeled oxygen gas."
622,/page0242_img000.jpeg,Mechanics (Forces & Motion),"Two side-by-side images labeled a and b show a person’s shoulder being pressed with the same force. In image a, a hand applies force over a large area on the shoulder, labeled force, large area, and small pressure. In image b, a syringe applies force over a small area on the shoulder, labeled force, small area, and large pressure."
623,/page0244_img000.jpeg,Other,"A cylindrical container filled with liquid is shown, with the cross-sectional area labeled A at both the top and bottom surfaces. The height of the liquid column is labeled h, measured vertically from the bottom to the surface. Inside the liquid, a downward arrow labeled w equals m g represents the weight of the fluid. The volume of the liquid is indicated as volume equals A times h, meaning area multiplied by height."
624,/page0245_img000.jpeg,Other,"Water is shown pressing against a slanted dam wall, with the length of the wall in contact with the water labeled L and the vertical depth of the water labeled h. A small boat floats on the water surface above. A horizontal force labeled F acts outward on the vertical face of the dam due to the water. The pressure is labeled as P equals rho g h, where rho is the fluid density, g is gravitational acceleration, and h is the depth, and the force is labeled as F equals P times A, meaning pressure multiplied by area."
625,/page0246_img000.jpeg,Other,"Vertical columns of air are shown extending upward above a square area on the ground labeled one square meter, representing a column of atmosphere. The weight of this air column is labeled w equals 1.01 times 10 to the power of 5 newtons. A tree and a cloud are shown nearby to indicate the outdoor environment."
626,/page0248_img000.jpeg,Other,"A cylindrical object is submerged in a fluid of density rho inside a container, with two horizontal surfaces of equal area A on the top and bottom of the object. The top surface is at depth h1 and experiences a downward force labeled F1 equals pressure P1 multiplied by area A, where P1 equals h1 multiplied by rho multiplied by g, so F1 equals h1 times rho times g times A. The bottom surface is at a greater depth h2 and experiences an upward force labeled F2 equals pressure P2 multiplied by area A, where P2 equals h2 multiplied by rho multiplied by g, so F2 equals h2 times rho times g times A. The net buoyant force is labeled FB equals F2 minus F1, showing that the upward force is greater because pressure increases with depth."
627,/page0248_img001.jpeg,Other,"Three side-by-side images labeled a, b, and c show an anchor resting on the ocean floor with seaweed around it, a submarine moving through water at the surface, and a cluster of colorful balloons floating in the air."
628,/page0249_img000.jpeg,Other,"Two side-by-side images labeled a and b show a cylindrical object and its corresponding free body diagrams. In image a, a solid cylinder is shown with a downward arrow labeled weight of the object and an upward arrow labeled buoyant force. In image b, a dashed outline of a cylinder is shown with a downward arrow labeled weight of the fluid and an upward arrow labeled buoyant force, alongside a free body diagram with upward and downward arrows."
629,/page0251_img000.jpeg,Other,"A hydrometer floats vertically in a liquid, with a narrow stem extending upward above the surface and a weighted bulb submerged below. The stem has markings labeled from 0.65 to 1.00, and the liquid level intersects the scale near the 0.85 to 0.90 region."
630,/page0252_img000.jpeg,Other,"Two side-by-side images labeled a and b show a mass hanging from a spring scale attached to a balance. In image a, the object hangs in air with a downward arrow labeled weight w and an upward arrow labeled tension T, with the relation T equals w. In image b, the object is submerged in a container of fluid, with a downward arrow labeled weight w and an upward arrow labeled buoyant force F sub b, and the tension is reduced, shown as T equals w minus F sub b equals apparent weight w sub app."
631,/page0256_img000.jpeg,Other,"A horizontal pipe narrows from a wider section on the left to a narrower section on the right, with the cross-sectional area of the wide section labeled A with a subscript one and the narrow section labeled A with a subscript two. Fluid flows from left to right with arrows showing velocity v with a subscript one in the wider section and velocity v with a subscript two in the narrower section, where the subscripts one and two indicate the first and second sections of the pipe."
632,/page0259_img000.jpeg,Other,"Airflow is shown moving around two vehicles, a large truck above and a smaller car below, with streamlines curving and becoming closer together between them. The airflow velocity is labeled v with a subscript one outside the gap and v with a subscript two between the vehicles. Pressure far from the vehicles is labeled P with a subscript zero, while the pressure between the vehicles is labeled P with a subscript i, where the subscripts zero and i distinguish the different pressure regions."
633,/page0261_img000.jpeg,Other,"Four side-by-side images labeled a, b, c, and d show different fluid flow situations: in a, air flows through a pipe drawing natural gas upward; in b, a squeeze bulb forces air over a tube, spraying perfume from a container; in c, water flows downward while air is drawn into a side opening; in d, hot air rises through a chimney from a water heater while cooler air is drawn in from the sides."
634,/page0262_img000.jpeg,Other,"Two side-by-side diagrams labeled a and b show airflow moving through a horizontal tube connected to a U-shaped manometer containing fluid. In both diagrams, the airflow enters from the left with velocity labeled v with a subscript two, while a point in the tube is labeled v with a subscript one equals zero. The manometer shows a difference in fluid height labeled h, and this height difference is related to pressure by the expression h equals one over two multiplied by rho multiplied by v with a subscript two squared, where rho is the fluid density and v with a subscript two squared means velocity squared."
635,/page0262_img001.jpeg,Other,"Two side-by-side images labeled a and b show fluid flow around curved surfaces with streamlines bending over and under the shapes. In image a, an airfoil shape has pressure labeled P with a subscript t, where subscript t means top, on the upper surface and P with a subscript b, where subscript b means bottom, on the lower surface. In image b, airflow moves over a curved top surface of a boat-like shape, with pressure labeled P front at the front and P back at the rear, and streamlines curving around the object."
636,/page0265_img000.jpeg,Other,"A cross-sectional view shows a levee beside a flooding river on the right, with sandbags stacked on the left side. A dashed line indicates the maximum water level the water can rise to, labeled “water rises to this level at most.” The levee is labeled, and arrows beneath the ground show water flowing underneath the levee from the river side toward the sandbag side."
637,/page0272_img000.jpeg,Other,"Three horizontal temperature scales are shown for Fahrenheit, Celsius, and Kelvin, each aligned to compare values. On the Fahrenheit scale, absolute zero is labeled negative 459.67 degrees Fahrenheit, the freezing point of water is 32 degrees Fahrenheit, normal body temperature is 98.6 degrees Fahrenheit, and the boiling point of water is 212 degrees Fahrenheit, with a marked interval of 9 degrees Fahrenheit. On the Celsius scale, absolute zero is negative 273.15 degrees Celsius, freezing is 0 degrees Celsius, normal body temperature is 37 degrees Celsius, and boiling is 100 degrees Celsius, with a marked interval of 5 degrees Celsius. On the Kelvin scale, absolute zero is 0 kelvin, freezing is 273.15 kelvin, normal body temperature is 310.15 kelvin, and boiling is 373.15 kelvin, with a marked interval of 5 kelvin."
638,/page0273_img000.jpeg,Other,"A vertical temperature scale labeled temperature T in kelvin shows values increasing from very small powers of ten at the bottom to very large powers of ten at the top. The scale includes labeled examples such as lowest temperature achieved near 10 to the power of negative 10 kelvin, Boomerang Nebula and liquid helium near 1 kelvin, liquid nitrogen and Vostok Antarctica near 10 squared kelvin, water freezes and water boils around 10 squared to 10 third kelvin, fireplace fire and solar surface near 10 third to 10 fourth kelvin, center of Earth around 10 fourth kelvin, solar corona near 10 sixth kelvin, solar interior and rapid hydrogen fusion between 10 seventh and 10 eighth kelvin, interior of a neutron star near 10 ninth kelvin, and experiments at the Relativistic Heavy Ion Collider near 10 twelfth kelvin."
639,/page0274_img000.jpeg,Graphs,"A graph shows pressure P on the vertical axis and temperature T in degrees Celsius on the horizontal axis, with temperature values extending to negative 273.15 degrees Celsius on the left. Four straight lines labeled Gas 1, Gas 2, Gas 3, and Gas 4 slope upward from left to right, all converging toward the same point near negative 273.15 degrees Celsius, with Gas 1 having the steepest slope and Gas 4 the least steep."
640,/page0280_img000.jpeg,Other,"Two stacked images labeled a and b show a hot container and a cold object placed near each other on a surface. In image a, the container is labeled temperature T with a subscript one and the object is labeled temperature T with a subscript two, with the notation T with a subscript one not equal to T with a subscript two. In image b, after contact, both the container and the object are labeled temperature T with a prime symbol, indicating they have reached the same final temperature."
641,/page0281_img000.jpeg,Other,"A vertical apparatus shows a container of insulated water with rotating paddles inside connected by a shaft to a system of pulleys and falling masses labeled m on both sides, each mass having a downward arrow labeled w, with one side indicating a measured height of descent and the other showing a height labeled h, a thermometer is inserted into the water to measure temperature change, and the falling masses cause the paddles to spin inside the water."
642,/page0283_img000.jpeg,Other,"A room is shown with a fire on the left, where heat transfer is illustrated by conduction along the floor, radiation from the fire toward the interior, and convection currents with hot air rising vertically above the fire and cooler air circulating back along the floor, while additional arrows near the window and door indicate cold air convection entering and moving through the room."
643,/page0285_img000.jpeg,Other,"Three rows labeled a, b, and c each show heat labeled Q being added to a cylindrical object, in row a a cylinder labeled m experiences a temperature change labeled delta T and then with heat labeled Q prime equals two times Q the same mass m experiences a temperature change labeled two times delta T, in row b a cylinder labeled m with heat Q and temperature change delta T is compared to a cylinder labeled two times m with heat Q prime equals two times Q that still shows a temperature change delta T, and in row c a cylinder labeled m copper with heat Q and temperature change delta T is compared to a cylinder labeled m water with heat Q prime equals ten point eight times Q that results in the same temperature change delta T"
644,/page0286_img000.jpeg,Mechanics (Forces & Motion),"A truck with a long trailer is shown tilted upward while driving up an inclined hill, with smoke coming from the exhaust, trees on both sides, and the wheels aligned along the sloped surface indicating motion uphill."
645,/page0292_img000.jpeg,Other,"A multi-part diagram shows particles in different states, with the top left labeled solid showing particles arranged in a fixed grid connected by springs and vibrating within limited motion, the top right labeled liquid showing particles close together moving in curved paths, and arrows between them labeled melt with energy input and freeze with energy output, while the bottom left shows liquid particles moving randomly and the bottom right labeled gas shows particles spread far apart moving in straight and curved paths, with arrows between them labeled boil with energy input and condense with energy output."
646,/page0294_img000.jpeg,Graphs,"A graph of temperature T in degrees Celsius versus heat added per mass delta Q divided by m in calories per gram shows a line starting at negative twenty degrees Celsius at zero on the horizontal axis labeled ice, rising to zero degrees Celsius at about fifty calories per gram, remaining flat at zero degrees Celsius from about fifty to one hundred calories per gram labeled ice plus water, then rising to one hundred degrees Celsius at about two hundred calories per gram labeled water, remaining flat at one hundred degrees Celsius from about two hundred to about seven hundred fifty calories per gram labeled water plus steam, and finally rising above one hundred degrees Celsius to about one hundred twenty degrees Celsius at about eight hundred calories per gram labeled steam."
647,/page0298_img000.jpeg,Other,"Am an oval labeled system with the equation change in internal energy equals Q minus W inside, a wavy arrow labeled Q enters the system from the left, and a straight arrow labeled W leaves the system to the right, while to the side arrows indicate Q in minus Q out equals Q and W out minus W in equals W."
648,/page0301_img000.jpeg,Other,"A circular system labeled heat engine shows heat labeled Q with subscript in entering from the top, heat labeled Q with subscript out leaving from the bottom, and work labeled W leaving to the right, with the equation change in internal energy equals zero and therefore W equals Q with subscript in minus Q with subscript out written inside the system."
649,/page0302_img000.jpeg,Other,"A cylindrical container with a movable piston shows a gas inside with volume labeled V and cross sectional area labeled A, the piston is pushed upward a distance labeled d causing a change in volume labeled delta V equals A times d, an upward force labeled F equals P times A acts on the piston, heat labeled Q with subscript in enters the system from the side, and the work done is shown at the bottom as W with subscript out equals F times d equals P times A times d equals P times delta V."
650,/page0302_img001.jpeg,Other,"Three panels labeled a, b, and c illustrate a piston cylinder connected to a crank mechanism. In panel a, heat labeled Q with subscript in enters the gas from above, causing the piston to move to the right with a force labeled F, and the relationship is shown as F equals P multiplied by A, while the change in internal energy is written as delta U with subscript a equals Q with subscript in. In panel b, the piston moves outward a distance labeled d with force F acting to the right, turning the crank, and the work output is written as F multiplied by d equals W with subscript out, while the change in internal energy is delta U with subscript b equals negative W with subscript out. In panel c, the piston is pushed back inward a distance d by a smaller force labeled F prime pointing left, where F prime is less than F, and the work input is written as W with subscript in equals F prime multiplied by d, while heat labeled Q with subscript out leaves the system."
651,/page0304_img000.jpeg,Graphs,"Two pressure versus volume graphs labeled (a) and (b) show thermodynamic processes starting from point A at high pressure and low volume. In both graphs, an isothermal curve from A slopes downward more gradually toward point B, while an adiabatic curve from A slopes downward more steeply toward point C. In graph (a), point B lies above point C at the same larger volume, and the region between the isothermal and adiabatic curves is shaded. In graph (b), the same isothermal and adiabatic curves are shown, but an additional vertical line from point B down to point C represents an isochoric process, meaning constant volume, connecting B and C."
652,/page0306_img000.jpeg,Other,"A region labeled hot on the left and cold on the right shows heat labeled Q flowing from the hot side to the cold side as indicated by a rightward arrow. A car is shown first moving to the right with velocity labeled v and then coming to rest with final velocity labeled v with subscript f equals 0, while heat labeled Q is released from the tires to the ground. A container labeled vacuum shows a puff of air expanding outward in random directions, followed by the air spreading out evenly to form a uniform distribution throughout the container."
653,/page0307_img000.jpeg,Other,"A hot reservoir labeled T with subscript h is shown above a cold reservoir labeled T with subscript c, with heat flowing downward from the hot reservoir to the cold reservoir. In the second part, a heat engine is placed between the hot reservoir labeled T with subscript h and the cold reservoir labeled T with subscript c, where heat labeled Q with subscript h enters the engine from the hot reservoir, part of the energy is converted into work labeled W shown by a rightward arrow, and the remaining heat labeled Q with subscript c is released to the cold reservoir, with the relationship written as W equals Q with subscript h minus Q with subscript c."
654,/page0310_img000.jpeg,Graph,"A pressure versus volume graph shows a closed loop cycle labeled with points A, B, C, and D, where the vertical axis is pressure and the horizontal axis is volume. The path from B to C is a vertical line at constant volume where heat labeled Q with subscript in enters the system, and the path from D to A is another vertical line at constant volume where heat labeled Q with subscript out leaves the system. The curved paths from C to D and from A to B are labeled adiabatic processes. The enclosed shaded area inside the loop represents the net work done over one cycle. To the right, a heat engine diagram shows heat labeled Q with subscript h entering from a hot reservoir labeled T with subscript h, part of the energy converted into work labeled W shown by a rightward arrow, and the remaining heat labeled Q with subscript c flowing to a cold reservoir labeled T with subscript c."
655,/page0310_img001.jpeg,Graph,"A pressure versus volume graph shows a cyclic process with points A, B, C, and D connected in a loop, where the vertical axis is pressure and the horizontal axis is volume. From point B to point C, a vertical line indicates constant volume and heat labeled Q with subscript n enters the system from a change in internal energy labeled delta U. The curved paths from C to D and from A to B are labeled adiabatic processes. From point D to point A, a vertical line indicates constant volume where heat labeled Q with subscript c leaves the system. The shaded area enclosed by the loop represents work. To the right, a heat engine diagram shows a hot reservoir labeled T with subscript h where delta U creates Q with subscript h, heat flows into the engine, part of the energy is converted into work labeled W, and the remaining heat labeled Q with subscript c flows to a cold reservoir labeled T with subscript c, with a note that W is proportional to the shaded area of the pressure volume diagram."
656,/page0310_img002.jpeg,Other,"Four stages of a piston engine cycle are shown in sequence labeled intake, compression, power, and exhaust. In the intake stage, air fuel mixture enters the cylinder from open valves while the piston moves downward. In the compression stage, the valves are closed and the piston moves upward, compressing the air fuel mixture. In the power stage, a spark ignites the compressed mixture, causing rapid expansion that pushes the piston downward with force labeled F equals P multiplied by A. In the exhaust stage, the exhaust valve opens and burned gases are expelled as the piston moves upward."
657,images/page0313_img000.jpeg,Other,"A pressure versus volume graph shows a thermodynamic cycle with points A, B, C, and D connected in a loop, where the vertical axis is pressure and the horizontal axis is volume. From point A to point B, the path follows an isothermal process at temperature labeled T with subscript h, with heat labeled Q with subscript h entering the system. From point B to point C, the path is labeled adiabatic expansion. From point C to point D, the path follows an isothermal process at temperature labeled T with subscript c, with heat labeled Q with subscript c leaving the system. From point D to point A, the path is labeled adiabatic compression. The shaded area enclosed by the loop represents work. To the right, a heat engine is shown with heat labeled Q with subscript h flowing in from a hot reservoir labeled T with subscript h, work labeled W produced, and heat labeled Q with subscript c released to a cold reservoir labeled T with subscript c."
658,images/page0314_img000.jpeg,Other,"A nuclear power plant system is shown with a reactor enclosed in a containment structure, where a pressure vessel contains the core and control rods, and heat from the core transfers energy to a steam generator producing steam. The steam flows through a steam line to spin a high pressure turbine and then a low pressure turbine connected to a generator that produces electricity. After passing through the turbines, the steam enters a condenser where it is cooled by circulating water, then is pumped back toward the steam generator. A cooling tower is shown removing heat from the condenser cooling water, completing the cycle of heat transfer and energy conversion."
659,images/page0315_img000.jpeg,Other,"A hot reservoir labeled T with subscript h provides heat labeled Q with subscript h to a heat engine. The engine produces work labeled W, shown by a rightward arrow. Remaining heat labeled Q with subscript c flows to a cold reservoir labeled T with subscript c. In the second case, some work is lost due to friction, labeled W with subscript f. This lost energy becomes additional heat labeled Q with subscript f, so both Q with subscript c and Q with subscript f flow into the cold reservoir."
660,images/page0317_img000.jpeg,Other,"A heat engine is shown with a hot reservoir labeled T with subscript h supplying heat labeled Q with subscript h, producing work labeled W, and releasing heat labeled Q with subscript c to a cold reservoir labeled T with subscript c. A pressure versus volume graph shows a cycle with points A, B, C, and D connected in a loop, where the vertical axis is pressure and the horizontal axis is volume. From A to B, the path follows an isothermal process at temperature T with subscript h with heat Q with subscript h entering. From B to C, the path is adiabatic compression. From C to D, the path follows an isothermal process at temperature T with subscript c with heat Q with subscript c leaving. From D to A, the path is adiabatic expansion. The shaded area inside the loop represents the work done over one cycle."
661,images/page0318_img000.jpeg,Other,"A refrigeration cycle is shown with an inside region on the right and an outside region on the left, separated by a dashed vertical line. Refrigerant flows through a loop connecting four components labeled 1, 2, 3, and 4. At component 1, the condenser releases heat labeled Q with subscript h to the outside. The fluid then passes through component 2, an expansion valve, where its pressure drops. At component 3, the evaporator absorbs heat labeled Q with subscript c from the inside space. The fluid then moves to component 4, a compressor, which increases its pressure and returns it to the condenser, completing the cycle."
662,images/page0319_img000.jpeg,Other,"A heat engine is shown between a hot reservoir labeled T with subscript h at the top and a cold reservoir labeled T with subscript c at the bottom, heat labeled Q with subscript h flows from the hot reservoir into the engine, part of the energy leaves as useful work labeled W to the right, additional work labeled W prime is shown inside the engine, and heat labeled Q with subscript c flows to the cold reservoir, with a note stating that work done against friction is lost to the cold reservoir."
663,images/page0320_img001.jpeg,Other,"A wall separates outside air at negative five degrees Celsius on the left from inside air at twenty degrees Celsius on the right, with a device embedded in the wall showing a cold region labeled T with subscript c equals negative fifteen degrees Celsius and a hot region labeled T with subscript h equals forty five degrees Celsius, heat labeled Q with subscript c flows from the outside into the device, work labeled W from an electrical outlet enters the device, and heat labeled Q with subscript h flows into the inside."
664,images/page0323_img000.jpeg,Other,"Two states are shown as circles labeled state 1 with entropy S with subscript 1 on the left and state 2 with entropy S with subscript 2 on the right, connected by a straight arrow labeled reversible process with the equation change in entropy equals Q divided by T with subscript rev, and a curved arrow below labeled irreversible process connecting the same states with the statement that change in entropy for the irreversible process equals change in entropy for the reversible process equals S with subscript 2 minus S with subscript 1, along with a note that the irreversible process has the same change in entropy."
665,images/page0324_img000.jpeg,Other,"Two panels compare heat transfer between a hot reservoir labeled T with subscript h at the top and a cold reservoir labeled T with subscript c at the bottom; in panel a, heat labeled Q flows directly from T with subscript h to T with subscript c and is labeled irreversible with the relation change in entropy for the irreversible process equals change in entropy for the reversible process, while in panel b, heat labeled Q is transferred in two steps through two reversible processes between T with subscript h and T with subscript c, also showing the relation change in entropy for the irreversible process equals change in entropy for the reversible process."
666,images/page0325_img000.jpeg,Other,"The left side labeled order shows a structured lattice of molecules forming ice, while the right side labeled disorder shows water molecules spread out with arrows indicating random motion, with a central arrow from left to right labeled change in entropy greater than zero."
667,images/page0330_img000.jpeg,Other,"Two panels compare particle distributions, where panel a labeled likely shows particles spread randomly throughout the container with arrows pointing in various directions, and panel b labeled highly unlikely shows the same particles clustered together in one corner with arrows still pointing in different directions while most of the container is empty."
668,images/page0333_img000.jpeg,Other,"A cross section of a vacuum flask shows an inner container holding hot or cold liquid surrounded by glass walls with silvered surfaces, a vacuum layer between the inner and outer walls, a spring centering device supporting the inner container, and a rubber support at the base."
669,images/page0335_img000.jpeg,Other,"Three panels show a piston and cylinder system, where in panel a heat labeled Q with subscript in enters the gas causing a force labeled F equals P times A on the piston and the change in internal energy is labeled delta U with subscript a equals Q with subscript in, in panel b the piston moves a distance d with force F producing work labeled F times d equals W with subscript out and the change in internal energy is labeled delta U with subscript b equals negative W with subscript out, and in panel c the piston is compressed with a smaller force labeled F prime less than F over a distance d so that work labeled W with subscript in equals F prime times d is done on the gas while heat labeled Q with subscript out leaves the system."
670,images/page0349_img001.jpeg,Other,"A square region labeled proton contains three colored spheres representing quarks, two labeled u each with charge plus two thirds q with subscript e and one labeled d with charge minus one third q with subscript e, with text indicating the total charge equals one q with subscript e, and below the diagram small icons labeled proton and electron are shown for comparison."
671,images/page0349_img002.jpeg,Waves/Fields,"A person with hair standing up touches a large metal sphere, with strands of hair spreading outward, and a nearby inset shows a rod labeled with positive charges and another inset shows particles labeled electron and proton, indicating charge transfer and buildup on the body."
672,images/page0350_img000.jpeg,Other,"The top part shows energy labeled E moving inward and producing an electron and an antielectron, with Δm equal to two times the electron mass and equal to E divided by c squared, and total charge before and after equal to zero. The bottom part shows an electron and an antielectron moving toward each other, colliding, and converting into energy labeled E, again with total charge before and after equal to zero."
673,images/page0352_img001.jpeg,Other,"Two spiral galaxies are interacting in space, with one galaxy stretched and distorted as material streams between them, forming a bright bridge and elongated tails due to gravitational forces."
674,images/page0355_img000.jpeg,Waves/Fields,"The top part shows a positive charge Q on the left and a positive charge q1 on the right separated by a distance r, with a force F1 acting on q1 pointing to the right, indicating repulsion. The bottom part shows a positive charge Q on the left and a negative charge q2 on the right separated by the same distance r, with a force F2 acting on q2 pointing to the left, indicating attraction."
675,images/page0359_img000.jpeg,Waves/Fields,"The top part shows two positive charges with electric field lines radiating outward from each charge and bending away from the region between them, indicating repulsion. The bottom part shows a positive charge on the left and a negative charge on the right, with electric field lines originating at the positive charge and curving toward and ending at the negative charge, indicating attraction."
676,images/page0359_img001.jpeg,Waves/Fields,"Two positive charges labeled q1 and q2 are shown with electric field lines radiating outward in all directions. Near the left charge q1, a point labeled P is marked, where two electric field vectors are drawn: E1 pointing away from q1 and E2 pointing in a different direction due to the influence of q2, showing that the net field at P is the vector sum of both contributions. Near the right charge q2, a point labeled P′ is marked, where two vectors E′1 and E′2 are drawn with different directions and magnitudes, again representing the individual electric field contributions from each charge. The surrounding curved field lines illustrate how the fields from both charges overlap and combine throughout the space."
677,images/page0361_img000.jpeg,Waves/Fields,"Two parallel plates are shown, with the left plate positively charged and the right plate negatively charged, creating a uniform electric field represented by straight horizontal arrows pointing from left to right. A positive charge q is located between the plates at point A and is shown moving to point B in the direction of the field. The diagram states that the change in electric potential energy equals the change in kinetic energy, indicating that electric potential energy is converted into kinetic energy. Below, a comparison shows a mass m moving downhill on a slope, with the statement that the change in gravitational potential energy equals the change in kinetic energy, illustrating the same type of energy conversion."
678,images/page0363_img000.jpeg,Waves/Fields,"A 12 volt battery is connected by wires to a headlight, forming a closed circuit. The battery has two terminals labeled A and B. On the left wire near terminal A, a negative charge labeled negative q is shown with an arrow pointing upward, indicating charge moving up the wire. On the right wire near the headlight and terminal B, another negative charge labeled negative q is shown with an arrow pointing downward, indicating charge moving down the wire. The headlight is glowing, showing that current is flowing through the circuit."
679,images/page0364_img000.jpeg,Waves/Fields,"Two parallel plates are shown, with the left plate negatively charged and the right plate positively charged. Uniform electric field lines point from the positive plate on the right toward the negative plate on the left. A negative charge labeled e is located near point A between the plates, and the region between the plates is divided into an upper and lower section with the lower right plate labeled B. An arrow indicates motion of the charge, and the text states that kinetic energy equals q times V, showing that the charge gains kinetic energy as it moves through the electric potential difference."
680,images/page0367_img001.jpeg,Waves/Fields,"The top part shows a curved surface with a positive charge q placed on it. The electric field at that point is represented by a diagonal vector labeled E, which is resolved into two perpendicular components: one vertical component labeled E perpendicular and one horizontal component labeled E parallel. A force on the charge is shown in the horizontal direction and labeled as the electric force equals q times the parallel component of the electric field, indicating only the parallel component contributes to motion along the surface. The bottom part shows the same curved surface with the charge q, but only a vertical electric field vector is drawn, pointing straight upward, representing the perpendicular component of the field."
681,images/page0368_img001.jpeg,Waves/Fields,"A spherical object is shown with multiple positive charges distributed across its surface, indicated by plus signs. Electric field lines radiate outward symmetrically in all directions from the sphere, with arrows pointing away from the surface, showing the direction of the electric field around a positively charged object."
